step      t          T         xB         xC         yC         xG         yG       F_xB       F_xC       F_yC      E_pot      E_cin      E_tot
 850 0.4250 5.04212270 1.37822958 0.71535314 1.16511230 0.69786091 0.38837077 -27.56426294 -8.48005589 -19.31966488 0.88057193 0.01502959 0.89560152
 851 0.4255 9.51678207 1.37786950 0.71569120 1.16477675 0.69785357 0.38825892 -27.15843644 -8.64117934 -18.92888979 0.86719644 0.02836768 0.89556413
 852 0.4260 17.22672870 1.37727313 0.71595408 1.16427651 0.69774240 0.38809217 -26.54498618 -8.81196265 -18.33000853 0.84415776 0.05134954 0.89550730
 853 0.4265 27.86838013 1.37644581 0.71614029 1.16361680 0.69752870 0.38787227 -25.72966607 -8.99086267 -17.52904149 0.81236299 0.08307024 0.89543323
 854 0.4270 41.04594275 1.37539463 0.71624828 1.16280457 0.69721430 0.38760152 -24.72002123 -9.17604316 -16.53402084 0.77299470 0.12235000 0.89534470
 855 0.4275 56.28636686 1.37412837 0.71627643 1.16184850 0.69680160 0.38728283 -23.52530861 -9.36540394 -15.35491057 0.72746629 0.16777875 0.89524504
 856 0.4280 73.05704339 1.37265744 0.71622310 1.16075883 0.69629351 0.38691961 -22.15640084 -9.55661470 -14.00350775 0.67736905 0.21776888 0.89513793
 857 0.4285 90.78556660 1.37099374 0.71608662 1.15954732 0.69569346 0.38651577 -20.62567458 -9.74715238 -12.49332610 0.62441316 0.27061418 0.89502734
 858 0.4290 108.88081286 1.36915059 0.71586534 1.15822712 0.69500531 0.38607571 -18.94688499 -9.93434125 -10.83946322 0.57036469 0.32455260 0.89491729
 859 0.4295 126.75453944 1.36714260 0.71555763 1.15681261 0.69423341 0.38560420 -17.13502779 -10.11539470 -9.05845276 0.51698107 0.37783071 0.89481178
 860 0.4300 143.84269251 1.36498552 0.71516191 1.15531929 0.69338248 0.38510643 -15.20619088 -10.28745771 -7.16810320 0.46594740 0.42876718 0.89471458
 861 0.4305 159.62562932 1.36269615 0.71467669 1.15376361 0.69245761 0.38458787 -13.17739720 -10.44764875 -5.18732473 0.41881609 0.47581306 0.89462915
 862 0.4310 173.64650544 1.36029212 0.71410057 1.15216279 0.69146423 0.38405426 -11.06644093 -10.59310039 -3.13594616 0.37695188 0.51760657 0.89455845
 863 0.4315 185.52715188 1.35779182 0.71343228 1.15053469 0.69040803 0.38351156 -8.89171876 -10.72099741 -1.03452365 0.34148439 0.55302048 0.89450486
 864 0.4320 194.98086545 1.35521415 0.71267072 1.14889759 0.68929496 0.38296586 -6.67205833 -10.82861172 1.09585694 0.31326997 0.58120016 0.89447013
 865 0.4325 201.82165502 1.35257844 0.71181494 1.14727002 0.68813113 0.38242334 -4.42654557 -10.91333329 3.23378211 0.29286402 0.60159123 0.89445525
 866 0.4330 205.96962179 1.34990421 0.71086422 1.14567059 0.68692281 0.38189020 -2.17435277 -10.97269652 5.35771524 0.28050497 0.61395552 0.89446048
 867 0.4335 207.45229753 1.34721106 0.70981803 1.14411777 0.68567636 0.38137259 0.06543096 -11.00440177 7.44620178 0.27611022 0.61837508 0.89448530
 868 0.4340 206.40191626 1.34451848 0.70867609 1.14262974 0.68439819 0.38087658 2.27396534 -11.00633170 9.47807322 0.27928437 0.61524410 0.89452847
 869 0.4345 203.04874534 1.34184569 0.70743840 1.14122417 0.68309470 0.38040806 4.43281933 -10.97656251 11.43264790 0.28933910 0.60524895 0.89458805
 870 0.4350 197.71074702 1.33921147 0.70610521 1.13991806 0.68177223 0.37997269 6.52412503 -10.91337030 13.28992724 0.30532408 0.58933741 0.89466149
 871 0.4355 190.77997519 1.33663400 0.70467707 1.13872759 0.68043702 0.37957586 8.53072410 -10.81523288 15.03078540 0.32606762 0.56867812 0.89474575
 872 0.4360 182.70623025 1.33413076 0.70315483 1.13766789 0.67909520 0.37922263 10.43630588 -10.68082766 16.63715101 0.35022551 0.54461185 0.89483736
 873 0.4365 173.97859338 1.33171832 0.70153966 1.13675293 0.67775266 0.37891764 12.22553642 -10.50902631 18.09217946 0.37633615 0.51859646 0.89493261
 874 0.4370 165.10553684 1.32941224 0.69983306 1.13599539 0.67641510 0.37866513 13.88417798 -10.29888708 19.38041434 0.40288005 0.49214760 0.89502765
 875 0.4375 156.59435736 1.32722696 0.69803686 1.13540646 0.67508794 0.37846882 15.39919854 -10.04964564 20.48793681 0.42834122 0.46677742 0.89511864
 876 0.4380 148.93070256 1.32517566 0.69615322 1.13499579 0.67377629 0.37833193 16.75887106 -9.76070552 21.40250163 0.45126837 0.44393355 0.89520193
 877 0.4385 142.55895652 1.32327017 0.69418466 1.13477132 0.67248494 0.37825711 17.95286223 -9.43162909 22.11365891 0.47033351 0.42494061 0.89527412
 878 0.4390 137.86421917 1.32152087 0.69213404 1.13473925 0.67121831 0.37824642 18.97231060 -9.06213000 22.61286047 0.48438577 0.41094651 0.89533229
 879 0.4395 135.15655683 1.31993664 0.69000458 1.13490392 0.66998041 0.37830131 19.80989398 -8.65206798 22.89354993 0.49249850 0.40287550 0.89537399
 880 0.4400 134.65812000 1.31852477 0.68779984 1.13526777 0.66877487 0.37842259 20.45988586 -8.20144667 22.95123581 0.49400771 0.40138975 0.89539746
 881 0.4405 136.49362173 1.31729090 0.68552375 1.13583131 0.66760488 0.37861044 20.91820084 -7.71041509 22.78354677 0.48854057 0.40686103 0.89540160
 882 0.4410 140.68454950 1.31623902 0.68318057 1.13659307 0.66647320 0.37886436 21.18242882 -7.17927300 22.39026849 0.47603268 0.41935337 0.89538605
 883 0.4415 147.14734884 1.31537145 0.68077493 1.13754963 0.66538213 0.37918321 21.25185767 -6.60848041 21.77336160 0.45673351 0.43861772 0.89535123
 884 0.4420 155.69567291 1.31468877 0.67831180 1.13869564 0.66433352 0.37956521 21.12748421 -5.99867096 20.93696015 0.43119968 0.46409862 0.89529830
 885 0.4425 166.04664339 1.31418990 0.67579647 1.14002380 0.66332879 0.38000793 20.81201299 -5.35066899 19.88735047 0.40027628 0.49495286 0.89522913
 886 0.4430 177.83091964 1.31387211 0.67323459 1.14152498 0.66236890 0.38050833 20.30984266 -4.66550953 18.63293007 0.36506675 0.53007950 0.89514625
 887 0.4435 190.60622968 1.31373102 0.67063212 1.14318828 0.66145438 0.38106276 19.62703943 -3.94446059 17.18414650 0.32689251 0.56816022 0.89505274
 888 0.4440 203.87388420 1.31376070 0.66799533 1.14500109 0.66058534 0.38166703 18.77129721 -3.18904661 15.55341645 0.28724359 0.60770853 0.89495212
 889 0.4445 217.09767738 1.31395369 0.66533080 1.14694922 0.65976150 0.38231641 17.75188419 -2.40107203 13.75502511 0.24772216 0.64712609 0.89484825
 890 0.4450 229.72448097 1.31430113 0.66264537 1.14901702 0.65898217 0.38300567 16.57957542 -1.58264372 11.80500644 0.20998102 0.68476415 0.89474516
 891 0.4455 241.20576491 1.31479282 0.65994618 1.15118753 0.65824633 0.38372918 15.26657126 -0.73619100 9.72100487 0.17565928 0.71898763 0.89464690
 892 0.4460 251.01923118 1.31541733 0.65724058 1.15344262 0.65755264 0.38448087 13.82640165 0.13551810 7.52211936 0.14631773 0.74823967 0.89455739
 893 0.4465 258.68973133 1.31616214 0.65453616 1.15576315 0.65689943 0.38525438 12.27381628 1.02936545 5.22873088 0.12337633 0.77110394 0.89448027
 894 0.4470 263.80865248 1.31701373 0.65184070 1.15812917 0.65628481 0.38604306 10.62466099 1.94187756 2.86231467 0.10805630 0.78636245 0.89441875
 895 0.4475 266.05100259 1.31795776 0.64916213 1.16052010 0.65570663 0.38684003 8.89574085 2.86922730 0.44523873 0.10132901 0.79304646 0.89437548
 896 0.4480 265.18950216 1.31897919 0.64650852 1.16291490 0.65516257 0.38763830 7.10467070 3.80724347 -1.99944956 0.10387394 0.79047850 0.89435244
 897 0.4485 261.10509465 1.32006243 0.64388804 1.16529230 0.65465016 0.38843077 5.26971426 4.75142866 -4.44824683 0.11604719 0.77830367 0.89435087
 898 0.4490 253.79341784 1.32119152 0.64130890 1.16763101 0.65416680 0.38921034 3.40961278 5.69698580 -6.87742489 0.13786219 0.75650898 0.89437117
 899 0.4495 243.36692917 1.32235027 0.63877932 1.16990987 0.65370986 0.38996996 1.54340509 6.63885329 -9.26326734 0.16898329 0.72542964 0.89441292
 900 0.4500 230.05254425 1.32352245 0.63630750 1.17210815 0.65327665 0.39070272 -0.30975961 7.57174857 -11.58230915 0.20873283 0.68574204 0.89447487
 901 0.4505 214.18482262 1.32469194 0.63390156 1.17420565 0.65286450 0.39140188 -2.13081405 8.49021940 -13.81157663 0.25611152 0.63844344 0.89455495
 902 0.4510 196.19491208 1.32584289 0.63156949 1.17618299 0.65247079 0.39206100 -3.90096819 9.38870224 -15.92882498 0.30983138 0.58481900 0.89465039
 903 0.4515 176.59563465 1.32695990 0.62931910 1.17802174 0.65209300 0.39267391 -5.60190544 10.26158657 -17.91277098 0.36836041 0.52639735 0.89475777
 904 0.4520 155.96325695 1.32802817 0.62715800 1.17970464 0.65172872 0.39323488 -7.21597716 11.10328383 -19.74331778 0.42997696 0.46489624 0.89487319
 905 0.4525 134.91662820 1.32903366 0.62509349 1.18121577 0.65137572 0.39373859 -8.72639327 11.90829966 -21.40176935 0.49283210 0.40216032 0.89499241
 906 0.4530 114.09448331 1.32996322 0.62313260 1.18254070 0.65103194 0.39418023 -10.11740626 12.67130785 -22.87103193 0.55501746 0.34009354 0.89511100
 907 0.4535 94.13179296 1.33080476 0.62128194 1.18366664 0.65069557 0.39455555 -11.37448631 13.38722422 -24.13580002 0.61463589 0.28058863 0.89522452
 908 0.4540 75.63609071 1.33154734 0.61954776 1.18458259 0.65036504 0.39486086 -12.48448503 14.05127895 -25.18272457 0.66987217 0.22545652 0.89532869
 909 0.4545 59.16471842 1.33218130 0.61793583 1.18527944 0.65003905 0.39509315 -13.43578557 14.65908545 -26.00056132 0.71906105 0.17635856 0.89541961
 910 0.4550 45.20390329 1.33269836 0.61645145 1.18575007 0.64971660 0.39525002 -14.21843696 15.20670439 -26.58029747 0.76074976 0.13474407 0.89549383
 911 0.4555 34.15051349 1.33309172 0.61509936 1.18598945 0.64939703 0.39532982 -14.82427066 15.69070115 -26.91525486 0.79375252 0.10179606 0.89554858
 912 0.4560 26.29723704 1.33335610 0.61388379 1.18599466 0.64907996 0.39533155 -15.24699769 16.10819551 -27.00116858 0.81719486 0.07838697 0.89558182
 913 0.4565 21.82179438 1.33348783 0.61280837 1.18576495 0.64876540 0.39525498 -15.48228474 16.45690241 -26.83623985 0.83054584 0.06504654 0.89559238
 914 0.4570 20.78063375 1.33348485 0.61187612 1.18530175 0.64845366 0.39510058 -15.52780821 16.73516261 -26.42116247 0.83363690 0.06194304 0.89557994
 915 0.4575 23.10737758 1.33334678 0.61108948 1.18460868 0.64814542 0.39486956 -15.38328514 16.94196291 -25.75912245 0.82666651 0.06887861 0.89554512
 916 0.4580 28.61609427 1.33307487 0.61045024 1.18369149 0.64784170 0.39456383 -15.05048057 17.07694518 -24.85577090 0.81019039 0.08529903 0.89548942
 917 0.4585 37.00927222 1.33267201 0.60995958 1.18255805 0.64754386 0.39418602 -14.53319106 17.14040422 -23.71917032 0.78509767 0.11031747 0.89541514
 918 0.4590 47.89017910 1.33214271 0.60961804 1.18121825 0.64725359 0.39373942 -13.83720450 17.13327450 -22.35971506 0.75257398 0.14275134 0.89532532
 919 0.4595 60.77910900 1.33149302 0.60942557 1.17968391 0.64697287 0.39322797 -12.97023658 17.05710622 -20.79002675 0.71405289 0.18117074 0.89522363
 920 0.4600 75.13285928 1.33073049 0.60938151 1.17796868 0.64670400 0.39265623 -11.94184486 16.91403132 -19.02482616 0.67115767 0.22395649 0.89511416
 921 0.4605 90.36664621 1.32986405 0.60948460 1.17608794 0.64644955 0.39202931 -10.76332127 16.70672031 -17.08078287 0.62563586 0.26936545 0.89500132
 922 0.4610 105.87756859 1.32890398 0.60973304 1.17405858 0.64621234 0.39135286 -9.44756480 16.43833112 -14.97634464 0.57928910 0.31560051 0.89488961
 923 0.4615 121.06866624 1.32786170 0.61012451 1.17189893 0.64599540 0.39063298 -8.00893562 16.11245113 -12.73154856 0.53390126 0.36088222 0.89478348
 924 0.4620 135.37259746 1.32674974 0.61065615 1.16962850 0.64580197 0.38987617 -6.46309302 15.73303391 -10.36781614 0.49116764 0.40351947 0.89468711
 925 0.4625 148.27397829 1.32558156 0.61132469 1.16726788 0.64563541 0.38908929 -4.82681885 15.30433211 -7.90773496 0.45262829 0.44197599 0.89460428
 926 0.4630 159.32948428 1.32437137 0.61212637 1.16483845 0.64549925 0.38827948 -3.11782917 14.83082818 -5.37482915 0.41960786 0.47493031 0.89453817
 927 0.4635 168.18491084 1.32313407 0.61305709 1.16236226 0.64539705 0.38745409 -1.35457632 14.31716441 -2.79332166 0.39316466 0.50132662 0.89449128
 928 0.4640 174.58851623 1.32188497 0.61411237 1.15986177 0.64533245 0.38662059 0.44395597 13.76807380 -0.18789081 0.37405080 0.52041452 0.89446532
 929 0.4645 178.40012644 1.32063974 0.61528744 1.15735964 0.64530906 0.38578655 2.25846167 13.18831334 2.41657604 0.36268493 0.53177619 0.89446113
 930 0.4650 179.59565665 1.31941416 0.61657725 1.15487854 0.64533047 0.38495951 4.06952340 12.58260093 4.99522912 0.35913882 0.53533984 0.89447866
 931 0.4655 178.26689201 1.31822398 0.61797654 1.15244090 0.64540017 0.38414697 5.85782232 11.95555707 7.52350043 0.36313793 0.53137905 0.89451698
 932 0.4660 174.61656372 1.31708477 0.61947984 1.15006871 0.64552154 0.38335624 7.60434464 11.31165242 9.97734308 0.37407620 0.52049813 0.89457432
 933 0.4665 168.94894570 1.31601172 0.62108156 1.14778333 0.64569776 0.38259444 9.29058229 10.65516184 12.33346334 0.39104410 0.50360406 0.89464816
 934 0.4670 161.65637588 1.31501950 0.62277598 1.14560526 0.64593183 0.38186842 10.89872541 9.99012550 14.56954314 0.41286897 0.48186632 0.89473529
 935 0.4675 153.20226662 1.31412211 0.62455732 1.14355395 0.64622648 0.38118465 12.41184464 9.32031738 16.66445107 0.43816574 0.45666626 0.89483200
 936 0.4680 144.10130446 1.31333270 0.62641975 1.14164762 0.64658415 0.38054921 13.81406128 8.64922108 18.59843999 0.46539615 0.42953805 0.89493421
 937 0.4685 134.89764594 1.31266348 0.62835744 1.13990311 0.64700697 0.37996770 15.09070364 7.98001293 20.35332954 0.49293387 0.40210373 0.89503760
 938 0.4690 126.14198932 1.31212555 0.63036455 1.13833567 0.64749670 0.37944522 16.22844827 7.31555195 21.91267235 0.51913303 0.37600482 0.89513785
 939 0.4695 118.36843946 1.31172882 0.63243531 1.13695889 0.64805471 0.37898630 17.21544469 6.65837604 23.26190242 0.54239737 0.35283337 0.89523075
 940 0.4700 112.07208391 1.31148187 0.63456399 1.13578449 0.64868195 0.37859483 18.04142293 6.01070384 24.38846491 0.56124724 0.33406516 0.89531239
 941 0.4705 107.68816363 1.31139188 0.63674498 1.13482229 0.64937895 0.37827410 18.69778302 5.37444140 25.28192652 0.57438180 0.32099754 0.89537934
 942 0.4710 105.57365236 1.31146457 0.63897272 1.13408004 0.65014577 0.37802668 19.17766614 4.75119278 25.93406565 0.58073413 0.31469459 0.89542872
 943 0.4715 105.99195952 1.31170412 0.64124180 1.13356343 0.65098197 0.37785448 19.47600714 4.14227369 26.33894214 0.57951689 0.31594148 0.89545838
 944 0.4720 109.10134506 1.31211311 0.64354692 1.13327598 0.65188668 0.37775866 19.58956843 3.54872736 26.49294606 0.57025695 0.32520996 0.89546691
 945 0.4725 114.94748776 1.31269254 0.64588292 1.13321902 0.65285849 0.37773967 19.51695554 2.97134177 26.39482563 0.55281759 0.34263618 0.89545377
 946 0.4730 123.46048581 1.31344177 0.64824477 1.13339171 0.65389551 0.37779724 19.25861457 2.41066748 26.04569407 0.52740748 0.36801178 0.89541925
 947 0.4735 134.45639667 1.31435856 0.65062759 1.13379101 0.65499538 0.37793034 18.81681211 1.86703551 25.44901562 0.49457603 0.40078845 0.89536449
 948 0.4740 147.64324956 1.31543906 0.65302665 1.13441172 0.65615524 0.37813724 18.19559830 1.34057473 24.61057086 0.45519549 0.44009591 0.89529139
 949 0.4745 162.63129304 1.31667788 0.65543738 1.13524655 0.65737175 0.37841552 17.40075366 0.83122834 23.53840176 0.41043026 0.48477236 0.89520262
 950 0.4750 178.94708060 1.31806808 0.65785534 1.13628618 0.65864114 0.37876206 16.43972057 0.33876941 22.24273686 0.36169486 0.53340656 0.89510142
 951 0.4755 196.05085267 1.31960132 0.66027625 1.13751932 0.65995919 0.37917311 15.32152030 -0.13718476 20.73589714 0.31060195 0.58438959 0.89499154
 952 0.4760 213.35655039 1.32126785 0.66269596 1.13893288 0.66132127 0.37964429 14.05665652 -0.59715929 19.03218329 0.25890257 0.63597452 0.89487709
 953 0.4765 230.25369877 1.32305669 0.66511048 1.14051202 0.66272239 0.38017067 12.65700625 -1.04180928 17.14774527 0.20842072 0.68634164 0.89476236
 954 0.4770 246.13032788 1.32495565 0.66751593 1.14224035 0.66415719 0.38074678 11.13569942 -1.47190794 15.10043494 0.16098488 0.73366680 0.89465168
 955 0.4775 260.39606301 1.32695149 0.66990858 1.14410007 0.66562002 0.38136669 9.50698798 -1.88833494 12.90964299 0.11835904 0.77619019 0.89454923
 956 0.4780 272.50450951 1.32903004 0.67228480 1.14607210 0.66710495 0.38202403 7.78610585 -2.29206469 10.59612135 0.08217580 0.81228312 0.89445891
 957 0.4785 281.97408519 1.33117634 0.67464108 1.14813632 0.66860581 0.38271211 5.98912082 -2.68415415 8.18179249 0.05387411 0.84051009 0.89438420
 958 0.4790 288.40651231 1.33337475 0.67697400 1.15027172 0.67011625 0.38342391 4.13277962 -3.06572977 5.68954708 0.03464407 0.85968391 0.89432798
 959 0.4795 291.50226939 1.33560911 0.67928025 1.15245663 0.67162979 0.38415221 2.23434757 -3.43797324 3.14303172 0.02538070 0.86891176 0.89429246
 960 0.4800 291.07241732 1.33786291 0.68155659 1.15466888 0.67313983 0.38488963 0.31144395 -3.80210594 0.56642865 0.02664865 0.86763045 0.89427910
 961 0.4805 287.04635118 1.34011942 0.68379985 1.15688606 0.67463976 0.38562869 -1.61812523 -4.15937177 -2.01577082 0.03865900 0.85562953 0.89428853
 962 0.4810 279.47518181 1.34236185 0.68600692 1.15908570 0.67612293 0.38636190 -3.53653596 -4.51101844 -4.57899690 0.06125920 0.83306134 0.89432054
 963 0.4815 268.53061648 1.34457351 0.68817475 1.16124551 0.67758275 0.38708184 -5.42611472 -4.85827727 -7.09883386 0.09393637 0.80043771 0.89437408
 964 0.4820 254.49937695 1.34673797 0.69030030 1.16334355 0.67901276 0.38778118 -7.26950530 -5.20234155 -9.55125230 0.13583401 0.75861331 0.89444732
 965 0.4825 237.77336211 1.34883918 0.69238060 1.16535849 0.68040659 0.38845283 -9.04983257 -5.54434395 -11.91283878 0.18578138 0.70875630 0.89453768
 966 0.4830 218.83592273 1.35086165 0.69441265 1.16726979 0.68175810 0.38908993 -10.75086136 -5.88533317 -14.16102060 0.24233449 0.65230746 0.89464196
 967 0.4835 198.24476285 1.35279058 0.69639350 1.16905788 0.68306136 0.38968596 -12.35714930 -6.22625042 -16.27428335 0.30382724 0.59092921 0.89475645
 968 0.4840 176.61210975 1.35461200 0.69832018 1.17070437 0.68431073 0.39023479 -13.85419185 -6.56790616 -18.23237899 0.36843060 0.52644646 0.89487706
 969 0.4845 154.58289751 1.35631289 0.70018972 1.17219224 0.68550087 0.39073075 -15.22855825 -6.91095777 -20.01652227 0.43421785 0.46078165 0.89499950
 970 0.4850 132.81178384 1.35788128 0.70199913 1.17350596 0.68662680 0.39116865 -16.46801692 -7.25588873 -21.60957336 0.49923323 0.39588618 0.89511941
 971 0.4855 111.93986324 1.35930639 0.70374541 1.17463167 0.68768394 0.39154389 -17.56164912 -7.60298982 -22.99620473 0.56156149 0.33367103 0.89523253
 972 0.4860 92.57195005 1.36057872 0.70542554 1.17555730 0.68866809 0.39185243 -18.49994969 -7.95234308 -24.16305045 0.61939583 0.27593904 0.89533487
 973 0.4865 75.25528167 1.36169008 0.70703649 1.17627271 0.68957552 0.39209090 -19.27491382 -8.30380892 -25.09883630 0.67110147 0.22432141 0.89542287
 974 0.4870 60.46043684 1.36263375 0.70857519 1.17676974 0.69040298 0.39225658 -19.88010892 -8.65701692 -25.79448921 0.71527266 0.18022084 0.89549351
 975 0.4875 48.56517767 1.36340445 0.71003856 1.17704236 0.69114767 0.39234745 -20.31073101 -9.01136066 -26.24322496 0.75078103 0.14476338 0.89554441
 976 0.4880 39.84181142 1.36399844 0.71142354 1.17708665 0.69180733 0.39236222 -20.56364495 -9.36599691 -26.44061295 0.77681324 0.11876072 0.89557396
 977 0.4885 34.44853207 1.36441352 0.71272703 1.17690090 0.69238018 0.39230030 -20.63740818 -9.71984924 -26.38461764 0.79289695 0.10268440 0.89558134
 978 0.4890 32.42504938 1.36464905 0.71394595 1.17648559 0.69286500 0.39216186 -20.53227781 -10.07161621 -26.07561599 0.79891379 0.09665279 0.89556657
 979 0.4895 33.69264880 1.36470594 0.71507725 1.17584341 0.69326106 0.39194780 -20.25020117 -10.41978392 -25.51639093 0.79509923 0.10043125 0.89553049
 980 0.4900 38.05865695 1.36458665 0.71611789 1.17497923 0.69356818 0.39165974 -19.79478984 -10.76264280 -24.71210081 0.78202923 0.11344548 0.89547470
 981 0.4905 45.22512016 1.36429513 0.71706489 1.17390005 0.69378667 0.39130002 -19.17127775 -11.09830823 -23.67022552 0.76059426 0.13480732 0.89540158
 982 0.4910 54.80134492 1.36383682 0.71791533 1.17261493 0.69391738 0.39087164 -18.38646387 -11.42474454 -22.40048962 0.73196190 0.16335219 0.89531409
 983 0.4915 66.31980438 1.36321854 0.71866637 1.17113492 0.69396164 0.39037831 -17.44864019 -11.73979184 -20.91476364 0.69752924 0.19768648 0.89521573
 984 0.4920 79.25479038 1.36244845 0.71931528 1.16947294 0.69392124 0.38982431 -16.36750603 -12.04119509 -19.22694474 0.65886719 0.23624317 0.89511036
 985 0.4925 93.04309021 1.36153595 0.71985942 1.16764368 0.69379846 0.38921456 -15.15406963 -12.32663453 -17.35281796 0.61765866 0.27734342 0.89500208
 986 0.4930 107.10589519 1.36049161 0.72029631 1.16566344 0.69359597 0.38855448 -13.82053824 -12.59375692 -15.30989982 0.57563316 0.31926191 0.89489507
 987 0.4935 120.87110640 1.35932703 0.72062363 1.16355000 0.69331689 0.38785000 -12.38019797 -12.84020668 -13.11726606 0.53450008 0.36029334 0.89479342
 988 0.4940 133.79519343 1.35805473 0.72083924 1.16132244 0.69296466 0.38710748 -10.84728470 -13.06365624 -10.79536533 0.49588344 0.39881754 0.89470097
 989 0.4945 145.38378396 1.35668806 0.72094119 1.15900095 0.69254308 0.38633365 -9.23684759 -13.26183484 -8.36582106 0.46126033 0.43336088 0.89462121
 990 0.4950 155.21021525 1.35524103 0.72092776 1.15660668 0.69205626 0.38553556 -7.56460637 -13.43255518 -5.85122350 0.43190551 0.46265156 0.89455708
 991 0.4955 162.93135966 1.35372818 0.72079746 1.15416150 0.69150855 0.38472050 -5.84680414 -13.57373723 -3.27491427 0.40884412 0.48566680 0.89451092
 992 0.4960 168.30014281 1.35216446 0.72054906 1.15168783 0.69090451 0.38389594 -4.10005677 -13.68342887 -0.66076562 0.39281428 0.50167010 0.89448438
 993 0.4965 171.17430011 1.35056507 0.72018162 1.14920840 0.69024889 0.38306947 -2.34120048 -13.75982297 1.96704340 0.38424093 0.51023741 0.89447833
 994 0.4970 171.52106020 1.34894531 0.71969445 1.14674610 0.68954659 0.38224870 -0.58713891 -13.80127061 4.58425164 0.38322182 0.51127103 0.89449285
 995 0.4975 169.41759703 1.34732044 0.71908721 1.14432367 0.68880255 0.38144122 1.14530926 -13.80629062 7.16673920 0.38952622 0.50500102 0.89452724
 996 0.4980 165.04725033 1.34570553 0.71835986 1.14196360 0.68802180 0.38065453 2.83956078 -13.77357531 9.69074748 0.40260616 0.49197386 0.89458002
 997 0.4985 158.69167075 1.34411534 0.71751266 1.13968785 0.68720933 0.37989595 4.47941543 -13.70199280 12.13309400 0.42161991 0.47302911 0.89464902
 998 0.4990 150.71919608 1.34256411 0.71654626 1.13751765 0.68637012 0.37917255 6.04919973 -13.59058629 14.47137993 0.44546674 0.44926471 0.89473144
 999 0.4995 141.56990270 1.34106551 0.71546161 1.13547336 0.68550904 0.37849112 7.53390584 -13.43857079 16.68418903 0.47283155 0.42199244 0.89482398
